"Time Period","Observation Value","Disaggregation classification","Reference Area Code (M49)","Time Detail","Nature of Data","Unit of Measurement","Reporting Type","Source","Reference Area Type","Reference Area Name"
1994,9.99090119160151,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1994,10.7999084910965,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1995,9.2778823605977,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1995,9.96386475589403,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1995,10.7125464662537,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1996,9.03055530638938,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1996,9.6727385271419,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1996,10.3552320265349,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1997,8.56920184994011,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1997,9.14001027925657,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1997,9.76115036666299,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1998,8.40216463151598,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1998,8.92776179150856,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1998,9.51208661146598,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1999,8.39784432218168,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1999,8.8990456248249,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1999,9.46189948723676,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2000,8.25253753626078,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2000,8.72616336561246,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2000,9.26744155322337,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2001,8.08632516676509,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2001,8.53573746456429,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2001,9.05402105654168,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2002,8.02531609389071,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2002,8.47169285801921,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2002,8.97740563959395,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2003,7.82127760896669,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2003,8.24798354179429,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2003,8.71917078161803,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2004,7.49328067997965,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2004,7.90830441870628,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2004,8.35821398561205,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2005,7.43442016858671,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2005,7.8494742260095,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2005,8.29694072388738,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2006,7.21390596561973,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2006,7.63056869534923,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2006,8.0723891770313,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2007,7.07363853636547,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2007,7.4821085640038,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2007,7.92928113667475,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2008,7.13322072352499,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2008,7.55439469843503,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2008,8.01178525524052,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2009,7.10498517236035,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2009,7.53756362214301,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2009,8.01594600008809,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2010,6.90087506628888,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2010,7.35267179275501,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2010,7.85309620904339,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2011,6.79260689876315,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2011,7.27105364455634,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2011,7.79977947987301,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2012,6.42162705622282,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2012,6.91841633391361,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2012,7.4647003508025,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2013,6.21796986787701,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2013,6.75361038803655,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2013,7.35809140236705,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2014,5.94289742584175,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2014,6.51685754635888,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2014,7.17896711754498,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2015,5.78773140663575,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2015,6.43110093043614,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2015,7.19490827773152,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2016,5.57906497949668,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2016,6.24995372281321,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2016,7.06445538345219,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2017,5.88551155188429,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2017,6.73112743386427,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
2017,7.7612963248557,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1985,921.99612432559,"Uncertainty bounds: lower bound",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1985,1027.04042259025,"Uncertainty bounds: mid-point",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1985,1142.99516103619,"Uncertainty bounds: upper bound",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1986,903.4615709551,"Uncertainty bounds: lower bound",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1986,1002.01477130165,"Uncertainty bounds: mid-point",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1986,1110.70280256151,"Uncertainty bounds: upper bound",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1987,889.081575421686,"Uncertainty bounds: lower bound",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1987,983.075747445946,"Uncertainty bounds: mid-point",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1987,1085.94931713033,"Uncertainty bounds: upper bound",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1988,872.294582072084,"Uncertainty bounds: lower bound",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1988,961.123709044921,"Uncertainty bounds: mid-point",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1988,1058.12265564042,"Uncertainty bounds: upper bound",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1989,866.787971251042,"Uncertainty bounds: lower bound",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1989,950.961743361788,"Uncertainty bounds: mid-point",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1989,1043.02486784677,"Uncertainty bounds: upper bound",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1990,857.9034483409,"Uncertainty bounds: lower bound",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1990,938.497221799036,"Uncertainty bounds: mid-point",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1990,1027.12137686455,"Uncertainty bounds: upper bound",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
1991,838.304773293534,"Uncertainty bounds: lower bound",199,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Least Developed Countries (LDCs)"
